,0
NsssGeH,0.0
NssssGe,0.0
NsAsH2,0.0
NssAsH,0.0
NsssAs,0.0
NsssdAs,207.61406794352456
NsssssAs,0.0
NsSeH,0.0
NdSe,0.0
NssSe,484.1886116991581
NaaSe,0.0
NdssSe,0.0
NddssSe,0.0
NsBr,484.1886116991581
NsSnH3,0.0
NssSnH2,0.0
NsssSnH,0.0
NssssSn,0.0
NsI,484.1886116991581
NsPbH3,0.0
NssPbH2,0.0
NsssPbH,0.0
NssssPb,0.0
SsLi,0.0
SssBe,0.0
SssssBe,0.0
SssBH,0.0
SsssB,219.75895786586094
SssssB,0.0
SsCH3,484.1886116991581
SdCH2,484.1886116991581
SssCH2,484.1886116991581
StCH,484.1886116991581
SdsCH,484.1886116991581
SaaCH,484.1886116991581
SsssCH,515.8113883008419
SddC,484.1886116991581
StsC,484.1886116991581
SdssC,515.8113883008419
SaasC,484.1886116991581
SaaaC,484.1886116991581
SssssC,515.8113883008419
SsNH3,0.0
SsNH2,484.1886116991581
SssNH2,0.0
SdNH,484.1886116991581
SssNH,484.1886116991581
SaaNH,484.1886116991581
StN,484.1886116991581
SsssNH,0.0
SdsN,484.1886116991581
SaaN,484.1886116991581
SsssN,484.1886116991581
SddsN,515.8113883008419
SaasN,484.1886116991581
SssssN,145.12055276756487
SsOH,484.1886116991581
SdO,484.1886116991581
SssO,484.1886116991581
SaaO,484.1886116991581
SsF,484.1886116991581
SsSiH3,0.0
SssSiH2,0.0
SsssSiH,0.0
SssssSi,515.8113883008419
SsPH2,0.0
SssPH,0.0
SsssP,411.7055285870834
SdsssP,515.8113883008419
SsssssP,0.0
SsSH,484.1886116991581
SdS,484.1886116991581
SssS,484.1886116991581
SaaS,484.1886116991581
SdssS,515.8113883008419
SddssS,515.8113883008419
SsCl,484.1886116991581
SsGeH3,0.0
SssGeH2,0.0
SsssGeH,0.0
SssssGe,0.0
SsAsH2,0.0
SssAsH,0.0
SsssAs,0.0
SsssdAs,515.8113883008419
SsssssAs,0.0
SsSeH,0.0
SdSe,0.0
SssSe,202.70774929890544
SaaSe,0.0
SdssSe,0.0
SddssSe,0.0
SsBr,484.1886116991581
SsSnH3,0.0
SssSnH2,0.0
SsssSnH,0.0
SssssSn,0.0
SsI,484.1886116991581
SsPbH3,0.0
SssPbH2,0.0
SsssPbH,0.0
SssssPb,0.0
ECIndex,0.0
ETA_alpha,484.1886116991581
AETA_alpha,484.1886116991581
ETA_shape_p,484.1886116991581
ETA_shape_y,484.1886116991581
ETA_shape_x,484.1886116991581
ETA_beta,484.1886116991581
AETA_beta,484.1886116991581
ETA_beta_s,484.1886116991581
AETA_beta_s,484.1886116991581
ETA_beta_ns,484.1886116991581
AETA_beta_ns,484.1886116991581
ETA_beta_ns_d,484.1886116991581
AETA_beta_ns_d,484.1886116991581
ETA_eta,484.1886116991581
AETA_eta,484.1886116991581
ETA_eta_L,484.1886116991581
AETA_eta_L,484.1886116991581
ETA_epsilon_1,484.1886116991581
ETA_epsilon_2,484.1886116991581
ETA_epsilon_4,484.1886116991581
ETA_epsilon_5,484.1886116991581
ETA_dEpsilon_B,484.1886116991581
ETA_dEpsilon_D,484.1886116991581
ETA_dBeta,515.8113883008419
AETA_dBeta,515.8113883008419
ETA_psi_1,484.1886116991581
ETA_dPsi_A,484.1886116991581
ETA_dPsi_B,484.1886116991581
fragCpx,484.1886116991581
fMF,484.1886116991581
nHBAcc,484.1886116991581
nHBDon,484.1886116991581
IC0,484.1886116991581
IC1,484.1886116991581
IC2,484.1886116991581
IC3,484.1886116991581
IC4,484.1886116991581
IC5,484.1886116991581
TIC0,484.1886116991581
TIC1,484.1886116991581
TIC2,484.1886116991581
TIC3,484.1886116991581
TIC4,484.1886116991581
TIC5,484.1886116991581
SIC0,484.1886116991581
SIC1,484.1886116991581
SIC2,484.1886116991581
SIC3,484.1886116991581
SIC4,484.1886116991581
SIC5,484.1886116991581
BIC0,484.1886116991581
BIC1,484.1886116991581
BIC2,484.1886116991581
